Accession,110714_yeast_ups1_2fmol_r1,110714_yeast_ups1_2fmol_r2,110714_yeast_ups1_2fmol_r3,110714_yeast_ups1_4fmol_r2,110714_yeast_ups1_4fmol_r3,110714_yeast_ups1_4fmol_r4,110616_yeast_ups_10fmol,110616_yeast_ups_10fmol_r2,110616_yeast_ups_10fmol_r3,110618_yeast_ups_25fmol_r1,110618_yeast_ups_25fmol_r2,110618_yeast_ups_25fmol_r3,110618_yeast_ups_50fmol_r1,110618_yeast_ups_50fmol_r2,110618_yeast_ups_50fmol_r3
P40169,"29015,25611","27083,02919","26590,52996","33057,44802","35403,60266","29561,81151","10629,07077","9751,814149","5567,776985","10721,30351","9065,687662","10405,39946","9603,193425","7165,079567","10387,85055"
P40317,"7998,728673","5654,720665","5724,141497","6411,197778","9065,645535","5988,173713","3808,291871","2729,749135","1642,0268","1763,151381","1539,712744","1535,391992","1495,672686","1114,336216","1509,041467"
P40318,"7140,895824","7223,105237","5513,227758","8575,309866","6806,118034","8636,35085","3908,522516","1889,750419","2657,037518","2797,7644","2026,189694","3373,171677","7717,68582","3015,955758","4491,629196"
P40335,"2862,704563","3363,984668","1691,64903","3806,446375","3801,574671","3317,937194","495,9914522","503,5078362","358,6974376","499,5459883","275,1483612","204,5474903","153,2253281","191,1463785","142,5394764"
P40364,"93676,46692","90108,61751","64361,94986","93897,77657","108952,3011","111748,4281","49666,20991","35242,0469","25902,30807","24877,43828","21233,65841","29573,80078","25083,06487","18638,76975","21234,1759"
P40422,"14818,72026","8747,485408","7078,131191","8103,993724","10496,32538","9849,295755","6576,44393","6513,196555","4630,605166","4995,217175","3213,145874","4422,15764","3553,513858","3417,53165","4250,16618"
P40452,"32969,78905","47487,90278","26714,30662","36810,49761","41594,89793","36535,48693","17523,13931","12973,2215","8041,111312","10162,64889","8168,822167","10140,10372","9265,45046","6266,504906","8862,307723"
P40463,"226,8727913","1171,867473","14,10009536","264,4830693","835,1551659","2418,146696","155,6917171","120,5194622","81,59733227","38,84058275","101,9736061","6,527490878","165,9679927","221,1593094","69,86470032"
P40485,"78,33233628",0,"62,66109876",0,0,"42,27211441","2319,446959","1738,514585","2009,515315","1832,99739","1153,658398","2085,742044","1556,9672","1667,076976","1837,521177"
P40518,"10343,18252","1270,83259","1511,040192","7081,620465","10199,60484","6638,78226","6967,40283","1607,821432","27,82876393","4989,493975","3815,598174","8909,775746","12724,1164","4951,242351","9153,162562"
P40553,"36037,14199","40563,38942","32779,92592","46955,96417","44743,14708","36266,38458","28525,78585","21783,51872","18766,32206","18072,12655","14655,1376","18019,29606","13824,33284","12822,23941","13735,83718"
P40555,"6285,691116","8486,791269","6674,759588","9278,42862","13115,74765","10140,2617","7890,325145","6991,52427","5119,259513","9055,645553","9095,939111","10614,5294","8851,133422","7799,469803","7258,450621"
P40561,"48676,545","45500,297","37786,26403","51866,39581","74337,35965","75825,12451","13046,9575","9540,573538","14781,81351","17836,96514","10222,41669","14024,45954","21914,88801","17657,88386","12896,22931"
P40956,"19865,80187","13910,66842","15657,71744","14318,98597","12205,711","18840,85861","1668,655362","1668,722263","1014,853841","911,9764394","1069,64627","1819,357693","584,7642932","692,2492214","714,639593"
P40989,"12802,83714","15781,00131","13383,03183","17892,84399","20980,03723","16625,51826","7305,109575","5616,955757","6102,819193","8115,56921","6738,324271","10586,65214","13560,44807","9735,941683","9678,323516"
P41277,"4576,412209","3796,903136","3610,217306","4359,217027","4275,443608","4241,501742","2087,410242","1205,144433","2109,361001","1409,136084","674,7623911","533,6289604","706,5026665","553,6645162","641,7159691"
P41819,"16382,23822","17720,30232","12770,73587","19979,78478","21623,47815","20028,00099","4531,320706","2852,295742","4338,567253","3217,898897","1639,426631","2987,544304","1906,100592","1601,319252","2080,75064"
P41895,"5360,4363","4470,113501","3020,206485","3354,216621","6113,63519","3923,981346","2970,559638","2312,001513","1318,73209","1372,372032","1392,547787","1575,353229","1227,376532","1514,878042","1819,681586"
P41930,"204,887367","101,8564425",0,0,"433,4896851",0,0,0,0,"60,76606583",0,"23,73102808",0,0,0
P42936,"5781,37165","7642,765235","5006,819055","7916,949148","7718,450129","5822,501204","2641,496884","1766,937327","1443,064263","989,6801893","770,0104148","985,40472","658,2632779","1150,907246","1182,62852"
P42945,"1310,710197","1830,53001","1648,286562","1379,827297","1952,176898","1495,140419","280,8867803","280,0890538","2,200916503",0,"103,7347785","178,7575366","519,9754368","237,8578194","397,493814"
P43321,"9278,428682","8421,274016","7928,978493","11643,26275","13966,182","6936,647953","5530,247487","3549,067025","1377,95093","2293,119152","2952,123047","3987,282202","2976,85942","762,2831631","2184,284874"
P43555,"12344,5599","7812,008747","8185,342522","13267,96853","14733,15756","10137,08101","7509,351181","3648,833059","1242,975571","3048,504222","3216,966614","5156,58243","4949,766368","1685,521193","2930,932997"
P43558,"49306,15768","44168,99101","35968,30397","47732,49636","40109,07583","35961,01801","8186,301151","5355,777363","4142,792877","4979,991474","3853,652853","5169,680368","3335,42419","2523,432696","4921,006912"
P43577,"11512,01294","14539,87438","11435,68416","19310,27781","26214,44214","16407,57775","7328,104072","4856,576722","840,5566311","4364,555453","4130,364024","6226,336724","7224,115973","6552,724051","5997,950225"
P43591,"46598,31704","40867,92375","33296,76394","49223,61549","53035,68342","45475,67468","14980,25817","8465,201739","11800,26898","12073,15351","7794,431417","9267,532433","7529,101956","6854,479214","7902,463024"
P43612,"10285,67757","7265,349923","6348,345129","10493,29938","8157,793602","5283,796103","3069,923405","2024,900342","605,1010881","1347,047823","2048,285516","3026,401193","2583,657549","891,7998522","1396,417485"
P43619,"9725,568506","6302,635359","8276,065818","9445,770586","12777,16632","10308,31628","9500,371627","3513,945156","1580,558807","4278,210047","4768,31413","7532,00266","6266,137025","4464,31603","4245,83147"
P43638,"434,8170471","126,3430697",0,"794,756005","223,5443115",0,0,0,0,"56,39452362","65,65139008",0,0,0,0
P46669,"22294,93022","12241,13406","13523,43885","14392,12596","22597,08136","6857,961992","7881,833488","3249,317005","2029,681509","2506,720676","2285,722308","3733,346452","1666,767519","1268,324301","2206,027881"
P46673,"3186,423886","3564,74634","3940,016252","3590,049023","4391,695652","2545,072479","3472,95438","1321,647235","275,5075256","807,8707816","1163,435661","735,1729574","473,180024","954,8977685","912,1199136"
P46679,"1679,948987","1012,198067","1371,801506","3292,079964","2707,315225","1655,182044","67,72577453","657,8654321","888,5635916","2703,044487","1649,280972","2340,625287","3384,64798","2194,78066","2878,0631"
P46971,"1624,737712","2475,493572","1414,681222","2127,484905","2234,800178","2336,675218","1139,354198","695,9789015","745,151707","444,8181581","218,6983347","312,3008633","272,16819","89,07449776","162,7167006"
P46988,"4396,309362","2740,283097","2937,578832","3322,262776","6568,913151","4447,260605","2241,843546","1723,415053","1474,741776","673,2429989","1416,810763","806,8691028","841,5026589","226,8636448","869,0801289"
P46990,"120403,2409","121401,7804","96825,22872","129060,0805","139119,289","118442,9818","68965,95235","49871,62674","60720,07118","73996,40649","47915,66032","65228,42711","55051,73455","42064,68236","49647,21492"
P47017,"7690,118329","8051,699694","7167,703135","7629,044797","8014,605697","5672,227909","5760,985686","5002,989822","5509,459827","2884,89744","2625,595357","2926,414907","3880,054283","3092,159316","2874,205954"
P47045,"2430,19942","3079,78182","2338,408254","3158,719411","3285,15767","2420,344717","300,3937094","313,9936741","435,6988551","238,6486996","103,6888542","82,96129608","74,10428989","146,434965","305,7107176"
P47052,"930,9855835","1059,414307","246,2202541","1090,394551","4255,38719","205,8271345","2380,543502","879,9592209","57,02774326","1759,447508","3362,356942","7858,779055","4734,570272","2635,561619","3122,925144"
P47096,"90504,97308","70774,81064","73552,62879","106680,2309","152206,6797","90655,85692","45805,43447","26491,09035","13310,55528","29865,26528","23214,67842","34206,48819","29737,52889","25529,93526","29566,26189"
P47117,"51269,43736","46860,48277","41666,81388","53303,57526","64166,39992","47102,55788","26012,78916","14171,0572","13840,30523","12581,62891","9768,401674","15065,0092","30804,34751","18488,12599","20169,45404"
P47119,"9953,404993","8137,465793","7667,898203","11031,45063","11220,3049","7217,175099","6918,681846","4765,360566","4148,969815","4333,996614","4105,703949","5819,377367","3986,927714","2614,851542","3820,402994"
P47134,"1395,283001","1302,802235","650,9404259","2827,001435","2217,022468","2569,925162","654,6323933","424,6060892","840,1445916","1144,63235","817,5268876","2423,778427","6490,491831","2691,676595","3143,01784"
P47158,"11042,49425","9266,767579","6129,113795","12388,16819","11573,08582","11831,66024","3969,333917","3400,87272","3700,145982","8236,569109","4189,645749","8970,277161","12381,71679","6086,596245","9496,134909"
P47818,"21992,72559","16667,56499","19951,22384","30506,74908","30837,6474","27863,80383","4650,403268","3993,419216","3957,188385","4726,902784","3842,295688","4653,832883","6365,111414","4134,862724","5131,077005"
P48363,"8509,44358","9976,310433","8508,957723","10133,22422","10811,87104","7124,0686","2206,223","1200,754245","1009,80046","2748,659061","1061,272939","1002,425782","532,8499307","448,1440593","687,7279434"
P48415,"1835,284856","2063,603018","723,1916437","1374,797492","2204,254168","1930,085044","367,2467723","186,989439","206,1706828","1511,668016","1010,639517","1624,200688","4347,935533","2110,200882","2892,800576"
P48445,"141496,0201","127079,1231","101466,412","144554,7339","162271,2079","158519,9718","99741,47899","48814,85712","63734,73489","62058,41701","26465,68635","28106,88669","27397,36036","20629,04975","25414,59271"
P48510,"48365,31992","54190,72107","47888,40331","71678,07824","81870,25784","50617,32448","27022,61912","15958,83977","12523,34818","21520,45572","18941,14133","28939,98085","31960,93767","23398,29983","23215,14872"
P48524,"52354,73578","48196,29277","31627,71591","43608,122","52746,00189","40074,37805","29404,73127","12825,87276","12339,88684","9889,683952","7531,727345","6688,786427","7267,021404","8146,260762","9485,093119"
P48582,"1070,429708","723,1979601","846,6510547","1457,330046","755,1755873","527,0320203","48,47417068","107,5980473","111,6478641","100,7376894","50,96380798","71,89128304",0,"140,2236316",0
P48606,"36780,35496","32949,94247","28395,27077","38505,93406","42161,82599","35979,50974","15244,56062","11084,58195","6647,862728","13010,6992","9818,206413","11459,81446","11296,98223","11722,65264","12348,70557"
P48836,"7717,755796","8074,630902","5547,408901","8235,078079","9234,881285","7404,373591","7535,235338","5763,690968","5610,586106","6236,122881","3132,179545","5763,109709","6405,178258","2490,831398","2721,094759"
P49017,"53473,39951","88153,19218","60904,01907","88274,03357","85031,20926","105725,0055","48047,80895","27553,2332","19454,77174","25390,38293","18312,31305","38486,899","40768,71695","22903,59275","28041,79503"
P49166,"25657,48041","13102,28918","12699,90526","11114,19335","14779,30026","16053,31868","35541,96987","34443,84861","26629,61361","29545,67243","19040,28606","25208,37642","22373,72273","20905,84709","23872,66899"
P49334,"4351,564504",0,"93,11579698","1301,98946","1416,25388","1031,425831","8134,079856","425,4584999",0,"221,3772015","94,21010208","2975,700283","2536,914266","1399,39178","10432,64735"
P50101,"1419,816561","2986,854275","3184,543006","5241,636839","5109,897453","1221,874646","1577,222557","1741,772267","436,5311348","1187,940866","542,7547052","1422,356288","2482,13211","834,9378628","683,3874382"
P50109,"13,42708667",0,0,0,"15,10132415",0,"270,0682535","297,1602508","261,5675304","1038,511686","1027,356227","1642,24086","3125,861743","2031,666448","2090,244556"
P50263,"22168,08597","21997,90692","15044,78196","22912,48825","22642,7552","23018,85158","12163,33169","6356,840853","8201,918357","5621,066195","2499,115867","2325,838691","2847,731254","1962,315608","2049,812672"
P50278,"4464,768068","971,5085283","952,2411003","2141,063653","2709,651426","1995,674374","964,3737835","433,5199413","61,88925559","1828,662196","730,1293034","3859,138985","20397,4361","2932,673508","5640,574173"
P51402,"39476,10284","24769,42256","23493,60602","19870,46128","26622,31704","27960,71355","32514,36918","31226,70209","25245,0618","29276,74952","21804,23633","31353,39804","31986,8758","23908,63463","33649,9334"
P51534,"6418,001349","5880,09351","3301,189749","6228,458578","6859,116205","5452,727679","104,9923542","128,8904105","132,3643583","63,28275483","62,60819266","21,09272563","229,5422909","121,9151371","252,7320938"
P51601,"6752,180357","4303,167012","5180,69688","6283,639304","8401,902948","3442,790942","3234,204643","1725,3476","82,08466698","1900,163126","2415,153773","4561,341831","4090,306927","2181,226945","2416,846764"
P52488,"4858,462604","2284,123386","2516,397609","5904,648014","7425,609576","3528,848235","2502,620407","1797,811638","1423,104627","1273,493244","2189,096599","5811,597388","3750,130034","3447,559833","3884,583567"
P52489,"1491,566298","6103,950702","3491,743297","5170,754865","5735,551053","5033,633027","1755,504096","1321,210398","281,870179","1101,149374","1398,62612","2815,484355","4748,458631","2138,835661","3310,007474"
P52490,"26651,99032","24898,4428","18428,84131","30389,12816","31417,49471","31034,51391","14509,54078","11133,61661","6980,678803","12073,80761","8287,363705","12848,10701","12667,90698","8117,522707","11549,34313"
P52553,"165,8581171","25,09619769","26,28493118",0,"61,89925303","0,019102354","10148,30942","9524,925558","8706,956063","8928,928513","6442,209687","7659,745995","6708,02264","6227,519414","7406,417793"
P52871,"67795,76935","60046,85289","51210,62424","74482,66938","75093,02463","70115,72782","26841,2937","15089,43693","19101,52258","22154,19521","12141,99202","15407,53081","10510,88028","9313,115106","12859,15815"
P52918,"914,3587989","1991,426353","1506,390855","746,1460537","1474,163604","277,0636272","580,7726728","391,8415881","191,9271239","218,6536785","170,77325","453,2257967","704,6675468","273,1038666","395,8297136"
